onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
0.0	4.443	3	1	1.176	RhymeSpell/mouth.bmp	RhymeSpell/youth1.bmp
4.443	4.443	2	1	1.003	RhymeSpell/tone.bmp	RhymeSpell/known1.bmp
8.886	4.443	5	1	0.968	Symbols/t.bmp	Symbols/g2.bmp
13.329	4.443	0	1	1.167	RhymeSpell/null.bmp	RhymeSpell/null.bmp
17.772	4.443	3	0	1.607	RhymeSpell/pool.bmp	RhymeSpell/wool2.bmp
22.215	4.442	0	1	1.25	RhymeSpell/null.bmp	RhymeSpell/null.bmp
26.657	4.443	5	1	1.257	Symbols/w.bmp	Symbols/w2.bmp
31.1	4.443	5	1	1.191	Symbols/u.bmp	Symbols/u2.bmp
35.543	4.443	1	1	1.179	RhymeSpell/meal.bmp	RhymeSpell/seal1.bmp
39.986	4.443	0	1	1.282	RhymeSpell/null.bmp	RhymeSpell/null.bmp
44.429	4.443	3	0	1.011	RhymeSpell/low.bmp	RhymeSpell/vow1.bmp
48.872	4.442	6	1	1.257	Symbols/mfc.bmp	Symbols/mfc1.bmp
53.314	4.443	0	1	1.42	RhymeSpell/null.bmp	RhymeSpell/null.bmp
57.757	4.443	0	1	2.089	RhymeSpell/null.bmp	RhymeSpell/null.bmp
62.2	4.443	4	1	1.777	RhymeSpell/wrist.bmp	RhymeSpell/friend2.bmp
66.643	4.443	4	1	1.408	RhymeSpell/halt.bmp	RhymeSpell/stain2.bmp
71.086	4.443	0	1	1.59	RhymeSpell/null.bmp	RhymeSpell/null.bmp
75.529	4.442	6	1	1.877	Symbols/crs.bmp	Symbols/cre2.bmp
79.971	4.443	6	1	1.292	Symbols/pcf.bmp	Symbols/kcf2.bmp
84.414	4.443	0	1	2.994	RhymeSpell/null.bmp	RhymeSpell/null.bmp
88.857	4.443	1	1	1.881	RhymeSpell/cure.bmp	RhymeSpell/sure2.bmp
93.3	4.443	2	0	1.481	RhymeSpell/sleek.bmp	RhymeSpell/speak1.bmp
97.743	4.443	0	1	1.724	RhymeSpell/null.bmp	RhymeSpell/null.bmp
102.186	4.443	4	1	2.424	RhymeSpell/trust.bmp	RhymeSpell/chalk2.bmp
106.629	4.442	2	1	1.285	RhymeSpell/street.bmp	RhymeSpell/wheat2.bmp
111.071	4.443	0	1	1.521	RhymeSpell/null.bmp	RhymeSpell/null.bmp
115.514	4.443	6	1	1.368	Symbols/van.bmp	Symbols/van2.bmp
119.957	4.443	6	1	1.446	Symbols/jzd.bmp	Symbols/jbd2.bmp
124.4	4.443	0	1	1.949	RhymeSpell/null.bmp	RhymeSpell/null.bmp
128.843	4.443	5	1	1.64	Symbols/s.bmp	Symbols/j2.bmp
133.286	4.442	0	1	1.541	RhymeSpell/null.bmp	RhymeSpell/null.bmp
137.728	4.443	2	1	1.981	RhymeSpell/rear.bmp	RhymeSpell/mere1.bmp
142.171	4.443	1	1	1.195	RhymeSpell/crown.bmp	RhymeSpell/town2.bmp
146.614	4.443	3	0	0.731	RhymeSpell/sword.bmp	RhymeSpell/word2.bmp
151.057	4.443	6	1	1.038	Symbols/ksg.bmp	Symbols/ksj2.bmp
155.5	4.443	3	0	1.723	RhymeSpell/head.bmp	RhymeSpell/bead2.bmp
159.943	4.442	0	1	2.235	RhymeSpell/null.bmp	RhymeSpell/null.bmp
164.385	4.443	5	1	1.291	Symbols/l.bmp	Symbols/l2.bmp
168.828	4.443	0	1	1.996	RhymeSpell/null.bmp	RhymeSpell/null.bmp
173.271	4.443	6	1	1.281	Symbols/uab.bmp	Symbols/iab1.bmp
177.714	4.443	2	1	1.426	RhymeSpell/size.bmp	RhymeSpell/wise2.bmp
182.157	4.443	4	1	1.352	RhymeSpell/clash.bmp	RhymeSpell/worse1.bmp
186.6	4.442	5	1	1.972	Symbols/c.bmp	Symbols/v1.bmp
191.042	4.443	0	1	1.364	RhymeSpell/null.bmp	RhymeSpell/null.bmp
195.485	4.443	0	1	1.617	RhymeSpell/null.bmp	RhymeSpell/null.bmp
199.928	4.443	4	1	1.544	RhymeSpell/loose.bmp	RhymeSpell/drew1.bmp
204.371	4.443	0	1	2.262	RhymeSpell/null.bmp	RhymeSpell/null.bmp
208.814	4.443	4	1	1.314	RhymeSpell/yeast.bmp	RhymeSpell/tooth1.bmp
213.257	4.442	0	1	1.388	RhymeSpell/null.bmp	RhymeSpell/null.bmp
217.699	4.443	3	0	1.539	RhymeSpell/shove.bmp	RhymeSpell/wove1.bmp
222.142	4.443	5	1	1.719	Symbols/n.bmp	Symbols/n1.bmp
226.585	4.443	2	1	1.715	RhymeSpell/chair.bmp	RhymeSpell/scare1.bmp
231.028	4.443	0	1	2.458	RhymeSpell/null.bmp	RhymeSpell/null.bmp
235.471	4.443	1	1	1.217	RhymeSpell/dad.bmp	RhymeSpell/sad1.bmp
239.914	4.443	0	1	2.09	RhymeSpell/null.bmp	RhymeSpell/null.bmp
244.357	4.442	4	0	1.738	RhymeSpell/beef.bmp	RhymeSpell/keep2.bmp
