onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
0.0	4.476	3	1	1.551	RhymeSpell/took.bmp	RhymeSpell/spook2.bmp
4.476	4.443	2	1	1.191	RhymeSpell/quo.bmp	RhymeSpell/glow1.bmp
8.919	4.443	5	1	1.294	Symbols/t.bmp	Symbols/g2.bmp
13.362	4.442	0	1	1.238	RhymeSpell/null.bmp	RhymeSpell/null.bmp
17.804	4.443	3	1	1.274	RhymeSpell/seat.bmp	RhymeSpell/threat1.bmp
22.247	4.443	0	1	1.289	RhymeSpell/null.bmp	RhymeSpell/null.bmp
26.69	4.443	5	1	1.29	Symbols/w.bmp	Symbols/w2.bmp
31.133	4.443	5	1	1.22	Symbols/u.bmp	Symbols/u2.bmp
35.576	4.443	1	1	1.2	RhymeSpell/car.bmp	RhymeSpell/star2.bmp
40.019	4.442	0	1	1.302	RhymeSpell/null.bmp	RhymeSpell/null.bmp
44.461	4.443	3	1	1.362	RhymeSpell/flash.bmp	RhymeSpell/wash1.bmp
48.904	4.443	6	1	1.001	Symbols/mfc.bmp	Symbols/mfc1.bmp
53.347	4.443	0	1	1.22	RhymeSpell/null.bmp	RhymeSpell/null.bmp
57.79	4.443	0	1	1.246	RhymeSpell/null.bmp	RhymeSpell/null.bmp
62.233	4.443	4	1	1.303	RhymeSpell/name.bmp	RhymeSpell/knee2.bmp
66.676	4.442	4	1	1.505	RhymeSpell/cap.bmp	RhymeSpell/north2.bmp
71.118	4.443	0	1	1.191	RhymeSpell/null.bmp	RhymeSpell/null.bmp
75.561	4.443	6	1	1.204	Symbols/crs.bmp	Symbols/cre2.bmp
80.004	4.443	6	1	1.579	Symbols/pcf.bmp	Symbols/kcf2.bmp
84.447	4.443	0	1	1.282	RhymeSpell/null.bmp	RhymeSpell/null.bmp
88.89	4.443	1	1	1.218	RhymeSpell/page.bmp	RhymeSpell/stage2.bmp
93.333	4.442	2	1	1.256	RhymeSpell/woe.bmp	RhymeSpell/show2.bmp
97.775	4.443	0	1	1.365	RhymeSpell/null.bmp	RhymeSpell/null.bmp
102.218	4.443	4	1	1.232	RhymeSpell/scheme.bmp	RhymeSpell/saint1.bmp
106.661	4.443	2	1	1.212	RhymeSpell/foe.bmp	RhymeSpell/stow2.bmp
111.104	4.443	0	1	1.315	RhymeSpell/null.bmp	RhymeSpell/null.bmp
115.547	4.443	6	1	1.161	Symbols/van.bmp	Symbols/van2.bmp
119.99	4.442	6	1	1.187	Symbols/jzd.bmp	Symbols/jbd2.bmp
124.432	4.444	0	1	1.326	RhymeSpell/null.bmp	RhymeSpell/null.bmp
128.876	4.442	5	1	1.24	Symbols/s.bmp	Symbols/j2.bmp
133.318	4.443	0	1	1.426	RhymeSpell/null.bmp	RhymeSpell/null.bmp
137.761	4.443	2	1	1.199	RhymeSpell/weird.bmp	RhymeSpell/beard1.bmp
142.204	4.443	1	1	1.664	RhymeSpell/cage.bmp	RhymeSpell/rage1.bmp
146.647	4.443	3	1	1.427	RhymeSpell/grand.bmp	RhymeSpell/wand2.bmp
151.09	4.442	6	1	1.307	Symbols/ksg.bmp	Symbols/ksj2.bmp
155.532	4.443	3	1	1.554	RhymeSpell/breast.bmp	RhymeSpell/feast1.bmp
159.975	4.443	0	1	1.271	RhymeSpell/null.bmp	RhymeSpell/null.bmp
164.418	4.443	5	1	1.236	Symbols/l.bmp	Symbols/l2.bmp
168.861	4.443	0	1	1.258	RhymeSpell/null.bmp	RhymeSpell/null.bmp
173.304	4.443	6	0	1.219	Symbols/uab.bmp	Symbols/iab1.bmp
177.747	4.442	2	1	1.441	RhymeSpell/plea.bmp	RhymeSpell/key2.bmp
182.189	4.443	4	1	2.123	RhymeSpell/boom.bmp	RhymeSpell/past1.bmp
186.632	4.443	5	1	1.564	Symbols/c.bmp	Symbols/v1.bmp
191.075	4.443	0	1	1.26	RhymeSpell/null.bmp	RhymeSpell/null.bmp
195.518	4.443	0	1	1.241	RhymeSpell/null.bmp	RhymeSpell/null.bmp
199.961	4.443	4	0	1.223	RhymeSpell/brass.bmp	RhymeSpell/gut1.bmp
204.404	4.442	0	1	1.444	RhymeSpell/null.bmp	RhymeSpell/null.bmp
208.846	4.443	4	1	1.443	RhymeSpell/nail.bmp	RhymeSpell/weep2.bmp
213.289	4.443	0	1	1.268	RhymeSpell/null.bmp	RhymeSpell/null.bmp
217.732	4.443	3	1	2.634	RhymeSpell/christ.bmp	RhymeSpell/twist1.bmp
222.175	4.443	5	1	1.301	Symbols/n.bmp	Symbols/n1.bmp
226.618	4.443	2	1	1.376	RhymeSpell/froze.bmp	RhymeSpell/nose1.bmp
231.061	4.442	0	1	2.624	RhymeSpell/null.bmp	RhymeSpell/null.bmp
235.503	4.443	1	1	1.415	RhymeSpell/cork.bmp	RhymeSpell/stork2.bmp
